3.582409667968750000e+01,3.820606994628906250e+01,3.256902313232421875e+01,3.284578704833984375e+01,3.025156021118164062e+01,3.199473381042480469e+01,3.315019989013671875e+01,3.152965545654296875e+01,2.676199913024902344e+01,3.212109375000000000e+01
2.712408828735351562e+01,2.715508651733398438e+01,2.295979118347167969e+01,2.406070327758789062e+01,2.644044113159179688e+01,2.898820114135742188e+01,2.076560974121093750e+01,2.384816551208496094e+01,2.227647399902343750e+01,2.481995773315429688e+01
2.918015098571777344e+01,2.820218086242675781e+01,2.504571342468261719e+01,2.747116470336914062e+01,2.542048072814941406e+01,2.239191818237304688e+01,2.582198143005371094e+01,2.533823013305664062e+01,2.262307548522949219e+01,2.634896087646484375e+01
3.990204620361328125e+01,3.831175994873046875e+01,3.594919204711914062e+01,3.810401916503906250e+01,3.236924362182617188e+01,3.340515518188476562e+01,3.403108215332031250e+01,3.227639389038085938e+01,2.967485046386718750e+01,3.522043228149414062e+01
5.793142700195312500e+01,5.580936431884765625e+01,5.422010040283203125e+01,4.839197540283203125e+01,4.932498168945312500e+01,4.846351623535156250e+01,5.333525848388671875e+01,4.958039093017578125e+01,4.758224105834960938e+01,4.488450622558593750e+01
4.151568603515625000e+01,4.127037048339843750e+01,3.810657501220703125e+01,3.778749084472656250e+01,4.145893859863281250e+01,3.975801086425781250e+01,3.493372344970703125e+01,3.845128631591796875e+01,3.611096191406250000e+01,3.268046569824218750e+01
3.372084808349609375e+01,3.098746109008789062e+01,2.859462738037109375e+01,2.758681869506835938e+01,2.753049468994140625e+01,2.906670570373535156e+01,2.655731010437011719e+01,2.504305267333984375e+01,2.295745468139648438e+01,2.221292877197265625e+01
3.258172988891601562e+01,3.475561141967773438e+01,3.278733062744140625e+01,2.993515777587890625e+01,2.918714332580566406e+01,2.785945320129394531e+01,2.893033027648925781e+01,2.735734176635742188e+01,2.633116149902343750e+01,2.930030822753906250e+01
2.774951171875000000e+01,3.033007431030273438e+01,2.566104125976562500e+01,2.539949417114257812e+01,2.611225700378417969e+01,2.577825164794921875e+01,2.475464820861816406e+01,2.464642524719238281e+01,2.372841835021972656e+01,2.062546539306640625e+01
4.288202667236328125e+01,4.007068634033203125e+01,3.909192276000976562e+01,3.745490646362304688e+01,4.088038253784179688e+01,3.821190643310546875e+01,4.042953491210937500e+01,3.775849914550781250e+01,3.386474227905273438e+01,3.636965942382812500e+01
3.435847091674804688e+01,3.254499053955078125e+01,3.357315063476562500e+01,3.110418701171875000e+01,2.931389236450195312e+01,2.799008560180664062e+01,2.528938293457031250e+01,2.703787231445312500e+01,2.756635284423828125e+01,2.884695816040039062e+01
4.007939147949218750e+01,4.113900756835937500e+01,3.875690460205078125e+01,3.804333877563476562e+01,4.000405502319335938e+01,3.536431503295898438e+01,3.357073211669921875e+01,3.343098449707031250e+01,3.157280731201171875e+01,3.607561874389648438e+01
3.486066055297851562e+01,3.647806930541992188e+01,3.600761413574218750e+01,3.351145935058593750e+01,3.227834320068359375e+01,3.312507247924804688e+01,2.883015060424804688e+01,2.932272529602050781e+01,2.798705482482910156e+01,3.075952148437500000e+01
